komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment,sentimen_NaiveBayes
fan gemoy brisik banget di sosmed nanti kalah lagi yang di salahkan kpu wkwkwkwkwkw brganjar is the best,"['fan', 'gemoy', 'brisik', 'banget', 'sosmed', 'kalah', 'salah', 'kpu', 'wkwkwkwkwkw', 'brganjar', 'is', 'the', 'best']",-7,negatif,-1,-1,negatif
salah fokus sama pak otto hasibuan 23040 brbrpak prabowo dengan belajar dan konfirmasi lawannya brstrategi pak anis sangat getol mempertahankan pendapat beliau wlpn berbeda dengan yang lainbrpak ganjar menelaah dan melihat apa yang terjadi dengan lawan tanpa menjatuhkan brbrtim netral ya,"['salah', 'fokus', 'otto', 'hasibuan', '23040', 'brbrpak', 'prabowo', 'ajar', 'konfirmasi', 'lawan', 'brstrategi', 'anis', 'getol', 'tahan', 'dapat', 'beliau', 'wlpn', 'beda', 'lainbrpak', 'ganjar', 'telaah', 'lawan', 'jatuh', 'brbrtim', 'netral', 'ya']",-8,negatif,-1,-1,negatif
prabowo kali ini kurang meyakinkan untuk dipilih sudah 2x nyalon tapi gagal,"['prabowo', 'kali', 'pilih', '2x', 'nyalon', 'gagal']",-6,negatif,-1,-1,negatif
saya masih bingung untuk memilih pak prabowo atau anies tapi dilihat dari debat kemarin pak anies lah pemenang debatnya saya masih penasaran dengan debat cawapresnya antara gibran dan cak imin agar saya bisa memantapkan pilihan saya,"['bingung', 'pilih', 'prabowo', 'anies', 'debat', 'kemarin', 'anies', 'menang', 'debat', 'penasaran', 'debat', 'cawapresnya', 'gibran', 'cak', 'imin', 'mantap', 'pilih']",6,positif,1,1,positif
kayaknya pak prabowo cynical banget sama pak anies ya ada dendam apanihklo sama pak ganjar enggak begitu masih ads respeknya,"['kayak', 'prabowo', 'cynical', 'banget', 'anies', 'ya', 'dendam', 'apanihklo', 'ganjar', 'ads', 'respek']",-1,negatif,-1,-1,negatif
entah kenapa setelah menonton debat capres aku kurang yakin dengan program kerja pragib takut nya gagal mewujudkan visimisi setelah ditanya habishabisan oleh anis dan ganjar,"['tonton', 'debat', 'capres', 'program', 'kerja', 'pragib', 'takut', 'nya', 'gagal', 'wujud', 'visimisi', 'habishabisan', 'anis', 'ganjar']",-2,negatif,-1,-1,negatif
seharusnya pak prabowo legowo ajabiarlah orang lain yang nyapreskasihan kalo nanti ternyata rakyat tidak memilihnya,"['prabowo', 'legowo', 'ajabiarlah', 'orang', 'nyapreskasihan', 'kalo', 'rakyat', 'pilih']",-2,negatif,-1,-1,negatif
semoga pak anies menjadi presiden indonesia dan untuk prabowo gibra maaf saya tidak memilih kalian,"['moga', 'anies', 'presiden', 'indonesia', 'prabowo', 'gibra', 'maaf', 'pilih']",1,positif,1,1,positif
saya kira prabowo belum layak karena wakilnya sangatsangat belum mumpuni dibidang kenegaraan apalagi prabowo sudah 2 kali kalah juga kan sehingga sangat tidak mungkin prabowo bisa memenangkannya,"['prabowo', 'layak', 'wakil', 'sangatsangat', 'mumpuni', 'bidang', 'negara', 'prabowo', '2', 'kali', 'kalah', 'prabowo', 'menang']",-7,negatif,-1,-1,negatif
ktp sakti dan angin yang tidak berktpbrbrcapres rt kosong satu dengan capres rt kosong dua pada debat perdana quotmarbadaquot tentang polusi udara di jakartabrbrcapres rt kosong satu mengatakan bahwa polusi udara disebabkan oleh angin yang datang dari segala penjuru angin tidak menetap sebab angin tidak berktp bukan main ngelesnya brbrcapres rt kosong dua terkesiap mendengar jawaban capres rt kosong satu yang ngeles itu yasusah kalau menyalahkan angin mungkin tidak perlu ada pemerintahan kalau begitu ujarnya quothalaahcapres kosong dua ini pun kadangkadang telmi lelet paksebaiknya ada pemerintahan di dki supaya angin diadakan ktpnya jadi polusi udara gampang dikontrolquot brbrdi saat yang dua orang itu quotmarbadaquot tentang angin ganjar pranowo jauh sebelumnya sudah menyusun gagasan dan program ktp sakti untuk diterapkan jika ganjar terpilihbrbrganjarmahfud menggagas ktp sakti untuk mengintegrasikan kebijakan pemerintahan di masa depan untuk warga masyarakat seperti di bidang sosial kesehatan pendidikan tenaga kerja dlsbbrbrnomor kependudukan yang tertera dalam ktp elektronik dapat dipakai untuk mengintegrasikan berbagai intervensi kebijakan dari pemerintah kepada warga masyarakat,"['ktp', 'sakti', 'angin', 'berktpbrbrcapres', 'rt', 'kosong', 'capres', 'rt', 'kosong', 'debat', 'perdana', 'quotmarbadaquot', 'polusi', 'udara', 'jakartabrbrcapres', 'rt', 'kosong', 'polusi', 'udara', 'sebab', 'angin', 'penjuru', 'angin', 'tetap', 'angin', 'berktp', 'main', 'ngelesnya', 'brbrcapres', 'rt', 'kosong', 'kesiap', 'dengar', 'capres', 'rt', 'kosong', 'ngeles', 'yasusah', 'salah', 'angin', 'perintah', 'quothalaahcapres', 'kosong', 'kadangkadang', 'telmi', 'lelet', 'paksebaiknya', 'perintah', 'dki', 'angin', 'ada', 'ktpnya', 'polusi', 'udara', 'gampang', 'dikontrolquot', 'brbrdi', 'orang', 'quotmarbadaquot', 'angin', 'ganjar', 'pranowo', 'susun', 'gagas', 'program', 'ktp', 'sakti', 'terap', 'ganjar', 'terpilihbrbrganjarmahfud', 'gagas', 'ktp', 'sakti', 'integrasi', 'bijak', 'perintah', 'warga', 'masyarakat', 'bidang', 'sosial', 'sehat', 'didik', 'tenaga', 'kerja', 'dlsbbrbrnomor', 'duduk', 'tera', 'ktp', 'elektronik', 'pakai', 'integrasi', 'intervensi', 'bijak', 'perintah', 'warga', 'masyarakat']",-27,negatif,-1,-1,negatif
tidak yakin pilih prabowo gibrankarena prabowo 2 kali kalah,"['pilih', 'prabowo', 'gibrankarena', 'prabowo', '2', 'kali', 'kalah']",-6,negatif,-1,-1,negatif
banyak masyarakat tidak yakin pilih paslon pak prabowo dan gibran karena sudah 2 kali kalah nyalon,"['masyarakat', 'pilih', 'paslon', 'prabowo', 'gibran', '2', 'kali', 'kalah', 'nyalon']",-6,negatif,-1,-1,negatif
dulu saya dukung prabowo saya enggak yakin lagi sama pak prabowo setelah 2 kali kalah nyalon,"['dukung', 'prabowo', 'prabowo', '2', 'kali', 'kalah', 'nyalon']",0,netral,0,-1,negatif
kalo saya dukung yang menangbrjika pak anis menang lebih mengedepankan kerja nyata bukan retorikabrjika pak prabowo menang ku rasa pak anis bisa di angkat jadi jubir karena memang pak anis lebih cakap buat bicarabapak sendiri sudah tau jalannyabrklo pak ganjar menang teruskan fisi dan misi yang sudah di wariskan demi menghemat anggaran belanja negara karena kita tau jika aturan di rubah biayanya tidak sedikit buat pleno2,"['kalo', 'dukung', 'menangbrjika', 'anis', 'menang', 'depan', 'kerja', 'nyata', 'retorikabrjika', 'prabowo', 'menang', 'ku', 'anis', 'angkat', 'jubir', 'anis', 'cakap', 'bicarabapak', 'tau', 'jalannyabrklo', 'ganjar', 'menang', 'terus', 'fisi', 'misi', 'waris', 'hemat', 'anggar', 'belanja', 'negara', 'tau', 'atur', 'rubah', 'biaya', 'pleno2']",4,positif,1,1,positif
yang penting kinerja bukan pandai berkata kata prabowo gibran,"['kerja', 'pandai', 'prabowo', 'gibran']",2,positif,1,1,positif
prabowo sudah saya dukung di 2014 dan 201 tapi yang ketiga kali ini maaf saya berpikir kalah dua kali berarti bukan keinginan masyarakat,"['prabowo', 'dukung', '2014', '201', 'tiga', 'kali', 'maaf', 'pikir', 'kalah', 'kali', 'masyarakat']",-2,negatif,-1,-1,negatif
sudah 2 kali saya dukung prabowo untuk yang ke3 ini maaf enggak dulu pak saya berpikir 2 kali kalah berarti memang bukan bapak yang diinginkan masyarakat untuk memimpin indonesia,"['2', 'kali', 'dukung', 'prabowo', 'ke3', 'maaf', 'pikir', '2', 'kali', 'kalah', 'masyarakat', 'pimpin', 'indonesia']",-2,negatif,-1,-1,negatif
setelah menonton debat ini ketahuan sekali prabowo gibran tidak akan memenangkan pilpres prabowo terlalu ambisi dan memilih wakil seperti gibran padahal kalo mau yang muda masih banyak yang lebih baik contohnya raffi ahmad,"['tonton', 'debat', 'tahu', 'prabowo', 'gibran', 'menang', 'pilpres', 'prabowo', 'ambisi', 'pilih', 'wakil', 'gibran', 'kalo', 'muda', 'contoh', 'raffi', 'ahmad']",-2,negatif,-1,-1,negatif
pria yang tidak pandai merangkai katakata ketemu pria yang sangat pandai merangkai kata2 just info anies itu dosen yang jelas selalu memberikan teori jadi pandai merangkai kata janji manis yang tau hasil kinerjanya coba tanyakan saja sama warga jakarta ingat ya jangan sama angin sedangkan prabowo praktek lapangan langsung secara beliau pernah membela indonesia secara nyata kalo pak ganjar coba tanya w4d4 apapun pilihan kita jangan sampai salah pilih ya guyss,"['pria', 'pandai', 'rangkai', 'katakata', 'ketemu', 'pria', 'pandai', 'rangkai', 'kata2', 'just', 'info', 'anies', 'dosen', 'teori', 'pandai', 'rangkai', 'janji', 'manis', 'tau', 'hasil', 'kerja', 'coba', 'warga', 'jakarta', 'ya', 'angin', 'prabowo', 'praktek', 'lapang', 'langsung', 'beliau', 'bela', 'indonesia', 'nyata', 'kalo', 'ganjar', 'coba', 'w4d4', 'apa', 'pilih', 'salah', 'pilih', 'ya', 'guyss']",-1,negatif,-1,-1,negatif
tidak yakin pilih prabowo ganjar lebih mantap dan sangat menguasai lapangan sehingga paham betul permasalahan yang terjadi,"['pilih', 'prabowo', 'ganjar', 'mantap', 'kuasa', 'lapang', 'paham', 'masalah']",7,positif,1,1,positif
bapak prabowo orngny tegas sat set anis pintar mengomong tapi enggak mikir taa dulu diusung siapa sekarang malah nglawan yaa,"['prabowo', 'orngny', 'sat', 'set', 'anis', 'pintar', 'omong', 'mikir', 'taa', 'usung', 'nglawan', 'yaa']",-5,negatif,-1,-1,negatif
pak prabowo sudah dua kali kalah pilpres jadi enggak yakin kali ini bisa menang apa enggak,"['prabowo', 'kali', 'kalah', 'pilpres', 'kali', 'menang']",-5,negatif,-1,-1,negatif
pak prabowo undah nyalon terus tapi kalah juga terus jadi enggak yakin,"['prabowo', 'undah', 'nyalon', 'kalah']",-4,negatif,-1,-1,negatif
sudahlah mending istrirahat pak prabowo soalnya sudah 1x kalah cawapres dan 2x kalah di capres mending urus bisnis saja sudah,"['mending', 'istrirahat', 'prabowo', '1x', 'kalah', 'cawapres', '2x', 'kalah', 'capres', 'mending', 'urus', 'bisnis']",-7,negatif,-1,-1,negatif
lawan anies bukan prabowo atau ganjar tapi kpu,"['lawan', 'anies', 'prabowo', 'ganjar', 'kpu']",-1,negatif,-1,1,positif
setelah dua kali maju dan gagal jadi presiden dan menonton debat kemarin bukannya yakin malah ragu ke pak prabowo,"['kali', 'maju', 'gagal', 'presiden', 'tonton', 'debat', 'kemarin', 'ragu', 'prabowo']",-5,negatif,-1,-1,negatif
awalnya memilih pak ganjar setelah menonton debat kali ini jadi semakin yakin dengan pak ganjar pranowo jadi ri 1 2024,"['pilih', 'ganjar', 'tonton', 'debat', 'kali', 'ganjar', 'pranowo', 'ri', '1', '2024']",1,positif,1,1,positif
setelah menonton debat capres episode 1 saya sangat kagum dengan pak ganjar yang menjawab pertanyaan dengan cerdas dan akuratt juga masuk logika pembawaannya juga tenang tegas sopandan beretika walopun kedua capres pada berantem justru pak ganjar santai malah jadi penengah utkjaga persahabatan indonesiasalam 3 jari,"['tonton', 'debat', 'capres', 'episode', '1', 'kagum', 'ganjar', 'cerdas', 'akuratt', 'masuk', 'logika', 'bawa', 'tenang', 'sopandan', 'etika', 'walopun', 'capres', 'antem', 'ganjar', 'santai', 'tengah', 'utkjaga', 'sahabat', 'indonesiasalam', '3', 'jari']",0,netral,0,1,positif
aduh jadi ragu pilih pak prabowo sudah 2 kali nyalon mengira bakal lebih bagus melipir ke pasangan lain ajalah yang lebih pintar dan menguasai persoalan,"['aduh', 'ragu', 'pilih', 'prabowo', '2', 'kali', 'nyalon', 'bagus', 'melipir', 'pasang', 'aja', 'pintar', 'kuasa']",-1,negatif,-1,-1,negatif
pak prabowo kan sudah 2x gagal nyapres apakah beliau masih layak untuk kita pilih kembali pendapatpendapat beliau di debat masih banyak yang perlu direvisi,"['prabowo', '2x', 'gagal', 'nyapres', 'beliau', 'layak', 'pilih', 'pendapatpendapat', 'beliau', 'debat', 'revisi']",-5,negatif,-1,-1,negatif
sudah 2 kali nyalon gagal kok masih ngotot wae brgk punya gagasan yang bagus capres prabowo malu dong,"['2', 'kali', 'nyalon', 'gagal', 'ngotot', 'wae', 'brgk', 'gagas', 'bagus', 'capres', 'prabowo', 'malu']",-12,negatif,-1,-1,negatif
waduh enggak berbobot banget prabowo pensiun saja pak branies maju,"['bobot', 'banget', 'prabowo', 'pensiun', 'branies', 'maju']",-5,negatif,-1,-1,negatif
bparanormal activityb and barchaeology activitybbrbrbrbrtugas presiden tahun 2024brbmencari dan menemukan koordinat letak kuburanb korban penculikan brbrbrbganjar pranowob,"['bparanormal', 'activityb', 'and', 'barchaeology', 'activitybbrbrbrbrtugas', 'presiden', '2024brbmencari', 'temu', 'koordinat', 'letak', 'kuburanb', 'korban', 'culi', 'brbrbrbganjar', 'pranowob']",1,positif,1,1,positif
hanya 1 capres yang bisa mengalahkan mbah mijan dan roy kiyoshi yaitu ganjar pranowo karena jika ganjar pranowo jadi presiden rincian tugasnya adalah quotmencari dan menemukan koordinat letak kuburanquot korban penculikan,"['1', 'capres', 'kalah', 'mbah', 'mijan', 'roy', 'kiyoshi', 'ganjar', 'pranowo', 'ganjar', 'pranowo', 'presiden', 'rincian', 'tugas', 'quotmencari', 'temu', 'koordinat', 'letak', 'kuburanquot', 'korban', 'culi']",0,netral,0,1,positif
kalo di sekolah branies anak pintar yang sok banget kalo lagi mengomong kayak dia doang yang paling pintar bahkan guru juga mungkin dilawan ajak debatbrbrprabowo anak pintar yang nilainya lumayan bagus padahal jarang belajar karena terlalu santuy dan suka berisik joget di kelasbrbrganjar anak pintar yang suka berorganisasi dan enggak pilih teman bahkan guru pun mungkin diajak ngopi bareng,"['kalo', 'sekolah', 'branies', 'anak', 'pintar', 'sok', 'banget', 'kalo', 'omong', 'kayak', 'doang', 'pintar', 'guru', 'lawan', 'ajak', 'debatbrbrprabowo', 'anak', 'pintar', 'nilai', 'lumayan', 'bagus', 'jarang', 'ajar', 'santuy', 'suka', 'berisik', 'joget', 'kelasbrbrganjar', 'anak', 'pintar', 'suka', 'organ', 'pilih', 'teman', 'guru', 'ajak', 'ngopi', 'bareng']",-2,negatif,-1,-1,negatif
pak ganjar mahfud terbaik,"['ganjar', 'mahfud', 'baik']",4,positif,1,1,positif
komentar dukung pak anies ayo menangkan di tahun depan kalo prabowo menag yakinlah semua keluarga jokowi akan jadi menteri semua jangan sampai jadi negara lawak,"['komentar', 'dukung', 'anies', 'ayo', 'menang', 'kalo', 'prabowo', 'menag', 'yakin', 'keluarga', 'jokowi', 'menteri', 'negara', 'lawak']",11,positif,1,1,positif
pak anies telah secara luar biasa menyajikan visi dan misi yang kuat serta menguasai materi dengan baik dalam debat waktunya bagi indonesia untuk memiliki seorang presiden sebagus anies baswedan saya memilih prabowo pada pemilu 2014 dan 201 insyaallah pada tahun 2024 saya akan memilih anies baswedan untuk menjadi presiden republik indonesia,"['anies', 'saji', 'visi', 'misi', 'kuat', 'kuasa', 'materi', 'debat', 'indonesia', 'milik', 'presiden', 'bagus', 'anies', 'baswedan', 'pilih', 'prabowo', 'milu', '2014', '201', 'insyaallah', '2024', 'pilih', 'anies', 'baswedan', 'presiden', 'republik', 'indonesia']",14,positif,1,1,positif
kurang yakin sih dengan prabowo gibran sudah 2 kali nyalon yang muda pun pengalamanya belum banyak,"['sih', 'prabowo', 'gibran', '2', 'kali', 'nyalon', 'muda', 'pengalamanya']",-2,negatif,-1,-1,negatif
soal ikn asal jangan anisbrsoal ikn prabowo ganjar bersatu,"['ikn', 'anisbrsoal', 'ikn', 'prabowo', 'ganjar', 'satu']",4,positif,1,1,positif
prabowo gibran hmm bagaimana ya kita pikir dulu kali ya brmenurut kalian,"['prabowo', 'gibran', 'hmm', 'ya', 'pikir', 'kali', 'ya', 'brmenurut']",7,positif,1,1,positif
dari awal debat jelas anis lebih baik pak ganjar juga baik tapi anis lebih baik lgi saya dan keluarga saya pilih anis presiden terbaik 2024202,"['debat', 'anis', 'ganjar', 'anis', 'lgi', 'keluarga', 'pilih', 'anis', 'presiden', 'baik', '2024202']",9,positif,1,1,positif
ganjar oke kalem sederhana,"['ganjar', 'oke', 'kalem', 'sederhana']",4,positif,1,1,positif
ini namanya capres 1 dan capres 3 ngedebat capres 2 semangat pak prabowoo,"['nama', 'capres', '1', 'capres', '3', 'ngedebat', 'capres', '2', 'semangat', 'prabowoo']",3,positif,1,1,positif
semakin enggak yakin sama prabowo sudah 2 kali nyapres tapi gagal bukti dia enggak mampu,"['prabowo', '2', 'kali', 'nyapres', 'gagal', 'bukti']",-7,negatif,-1,-1,negatif
setelah debat semakin menampak karakter asli prabowo jadi ragu untuk pilih prabowo gibran,"['debat', 'tampak', 'karakter', 'asli', 'prabowo', 'ragu', 'pilih', 'prabowo', 'gibran']",-2,negatif,-1,-1,negatif
disini public speaking nya 2 capres sangatlah bagus respect pak anies dan pak ganjar untuk pak prabowo tetap semangat masih ada debat selanjutnya,"['public', 'speaking', 'nya', '2', 'capres', 'bagus', 'respect', 'anies', 'ganjar', 'prabowo', 'semangat', 'debat']",6,positif,1,1,positif
maaf tapi performa pak prabowo kurang maksimal didebat kali ini karena tidak banyak menjawab pertanyaan dari paslon lain dan tidak terlalu banyak mengasih gagasan beliau malah cenderung setuju dengan paslon lain jadi kayak bukan debat,"['maaf', 'performa', 'prabowo', 'maksimal', 'debat', 'kali', 'paslon', 'asih', 'gagas', 'beliau', 'cenderung', 'tuju', 'paslon', 'kayak', 'debat']",4,positif,1,-1,negatif
salah prabowo sendiri yang menyenggol paslon lain padahal nol prestasi wkwkwk,"['salah', 'prabowo', 'senggol', 'paslon', 'nol', 'prestasi', 'wkwkwk']",-4,negatif,-1,-1,negatif
saya masih ragu dengan pasangan prabowo gibran soal yang bikin saya ragu kepada mas gibran soal nya pengalaman nya masih kurang,"['ragu', 'pasang', 'prabowo', 'gibran', 'bikin', 'ragu', 'mas', 'gibran', 'nya', 'alam', 'nya']",-1,negatif,-1,-1,negatif
dari debat kali ini agak ragu sih memilih pragib performa pak prabowo amat sangat kurang,"['debat', 'kali', 'ragu', 'sih', 'pilih', 'pragib', 'performa', 'prabowo']",-2,negatif,-1,-1,negatif
gagasan yang di sampaikan pak prabowo tidak ada kejelasan malah cenderung terkesan menyepelekan maka kita tidak yakin dengan pak prabowo dan gibran,"['gagas', 'prabowo', 'jelas', 'cenderung', 'kes', 'sepele', 'prabowo', 'gibran']",-1,negatif,-1,-1,negatif
kehilangan dalam pemilihan sebelumnya bisa memunculkan keraguan terhadap kredibilitas prabowo namun juga perlu mempertimbangkan perubahan dan pembelajaran yang mungkin dialaminya evaluasi kebijakan dan visi gibran serta pertimbangan terhadap pengalaman dan komitmen keduanya mungkin membantu mengatasi keraguan dalam membuat keputusan,"['hilang', 'pilih', 'muncul', 'ragu', 'kredibilitas', 'prabowo', 'timbang', 'ubah', 'ajar', 'alam', 'evaluasi', 'bijak', 'visi', 'gibran', 'timbang', 'alam', 'komitmen', 'bantu', 'atas', 'ragu', 'putus']",-17,negatif,-1,-1,negatif
pilihan politik seringkali dipengaruhi oleh keraguan dan pertimbangan pribadi memilih antara prabowo dan gibran melibatkan evaluasi terhadap visi kebijakan dan rekam jejak keduanya penting untuk mendengarkan argumen dari kedua kandidat serta mempertimbangkan nilai dan aspirasi pribadi sebelum membuat keputusan,"['pilih', 'politik', 'seringkali', 'pengaruh', 'ragu', 'timbang', 'pribadi', 'pilih', 'prabowo', 'gibran', 'libat', 'evaluasi', 'visi', 'bijak', 'rekam', 'jejak', 'dengar', 'argumen', 'kandidat', 'timbang', 'nilai', 'aspirasi', 'pribadi', 'putus']",-6,negatif,-1,-1,negatif
maju terus apa anies saya sangat tidak yakin dengan prabowo dan gibran enggak menyambung banget,"['maju', 'anies', 'prabowo', 'gibran', 'sambung', 'banget']",-2,negatif,-1,1,positif
pak ganjar sebenarnya bagus sayang partainya warnanya merah,"['ganjar', 'bagus', 'sayang', 'partai', 'warna', 'merah']",1,positif,1,1,positif
enggak yakin aku memilih pak prabowosudah dua kali nyalon kalah terus,"['pilih', 'prabowosudah', 'kali', 'nyalon', 'kalah']",-6,negatif,-1,-1,negatif
jadi ragu mau pilih pak prabowo aku,"['ragu', 'pilih', 'prabowo']",-5,negatif,-1,-1,negatif
semoga bapak anies baswedan maju terusjadi ragu kalau pilih pasangan prabowo gibran,"['moga', 'anies', 'baswedan', 'maju', 'terusjadi', 'ragu', 'pilih', 'pasang', 'prabowo', 'gibran']",0,netral,0,1,positif
mempertimbangkan rekam jejak dan pengalaman keduanya membuat saya tidak yakin untuk pilih prabowo dan gibran,"['timbang', 'rekam', 'jejak', 'alam', 'pilih', 'prabowo', 'gibran']",-2,negatif,-1,-1,negatif
pak prabowo sudah 2 kali gagal nyapres apakah kali ini bisa terpilih,"['prabowo', '2', 'kali', 'gagal', 'nyapres', 'kali', 'pilih']",-6,negatif,-1,-1,negatif
pasangan pragib yang terdiri dari prabowo subianto dan sandiaga uno merupakan salah satu pasangan calon presiden dan wakil presiden yang paling populer di indonesia namun masih ada beberapa keraguan yang dimiliki oleh masyarakat dalam memilih pasangan inibrbrsalah satu keraguan yang paling umum adalah mengenai latar belakang prabowo merupakan seorang mantan jenderal yang pernah terlibat dalam sejumlah kontroversi termasuk tuduhan pelanggaran ham di timor timur hal ini membuat sebagian masyarakat khawatir bahwa prabowo akan menggunakan kekuasaannya untuk menganiaya lawan politiknyabrbrkeraguan lain yang juga sering muncul adalah mengenai visi dan misi prabowo dan sandiaga belum secara jelas menyampaikan visi dan misi mereka untuk indonesia hal ini membuat sebagian masyarakat khawatir bahwa prabowo dan sandiaga tidak memiliki rencana yang jelas untuk memimpin indonesiabrbrselain itu masih ada beberapa keraguan lain yang dimiliki oleh masyarakat seperti mengenai kemampuan prabowo untuk bekerja sama dengan partai politik lain mengenai kemampuan sandiaga untuk menangani ekonomi indonesia dan mengenai sikap prabowo dan sandiaga terhadap isuisu sensitif seperti agama dan ras,"['pasang', 'pragib', 'prabowo', 'subianto', 'sandiaga', 'uno', 'salah', 'pasang', 'calon', 'presiden', 'wakil', 'presiden', 'populer', 'indonesia', 'ragu', 'milik', 'masyarakat', 'pilih', 'pasang', 'inibrbrsalah', 'ragu', 'latar', 'prabowo', 'mantan', 'jenderal', 'libat', 'kontroversi', 'tuduh', 'langgar', 'ham', 'timor', 'timur', 'masyarakat', 'khawatir', 'prabowo', 'kuasa', 'aniaya', 'lawan', 'politiknyabrbrkeraguan', 'muncul', 'visi', 'misi', 'prabowo', 'sandiaga', 'visi', 'misi', 'indonesia', 'masyarakat', 'khawatir', 'prabowo', 'sandiaga', 'milik', 'rencana', 'pimpin', 'indonesiabrbrselain', 'ragu', 'milik', 'masyarakat', 'mampu', 'prabowo', 'partai', 'politik', 'mampu', 'sandiaga', 'tangan', 'ekonomi', 'indonesia', 'sikap', 'prabowo', 'sandiaga', 'isuisu', 'sensitif', 'agama', 'ras']",-12,negatif,-1,-1,negatif
saya kurang yakin dengan paslon pagrib karena sudah 2x pak prabowo kalah dalam pemilu dan menurut saya yang lebih pas ya paslon amin,"['paslon', 'pagrib', '2x', 'prabowo', 'kalah', 'milu', 'pas', 'ya', 'paslon', 'amin']",3,positif,1,-1,negatif
setelah menonton debat capres kemarinsaya jadi ragu memilih pasangan prabowo gibran,"['tonton', 'debat', 'capres', 'kemarinsaya', 'ragu', 'pilih', 'pasang', 'prabowo', 'gibran']",-2,negatif,-1,-1,negatif
jangan saja pilih prabowo gibran,"['pilih', 'prabowo', 'gibran']",-2,negatif,-1,-1,negatif
