komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment,sentimen_NaiveBayes
pasangan anies dan cak imin mendapat dukungan setia dari banyak kalangan masyarakat melihat keduanya sebagai pemimpin yang peduli dan berkomitmen untuk memajukan kesejahteraan masyarakat kehadiran mereka dihati rakyat tercermin dalam dukungan yang kuat dari berbagai lapisan masyarakat,"['pasang', 'anies', 'cak', 'imin', 'dukung', 'setia', 'kalang', 'masyarakat', 'pimpin', 'peduli', 'komitmen', 'maju', 'sejahtera', 'masyarakat', 'hadir', 'hati', 'rakyat', 'cermin', 'dukung', 'kuat', 'lapis', 'masyarakat']",12,positif,1,1,positif
kami sepakat kalau pak anies baswedan dan cak imin the next presiden dan wakil presiden,"['sepakat', 'anies', 'baswedan', 'cak', 'imin', 'the', 'next', 'presiden', 'wakil', 'presiden']",8,positif,1,1,positif
pandangan mengenai pak anies dan cak imin sebagai cerminan pemimpin masa depan bervariasi ada yang mengapresiasi dedikasi mereka dalam membangun infrastruktur dan meningkatkan kesejahteraan sementara yang lain mempertanyakan cara menangani kritik dan efektivitas kebijakan penilaian terhadap visi keberanian dan kemampuan mendengarkan aspirasi rakyat dapat membentuk pandangan masyarakat terhadap peran mereka dalam kemajuan bangsa,"['pandang', 'anies', 'cak', 'imin', 'cermin', 'pimpin', 'variasi', 'apresiasi', 'dedikasi', 'bangun', 'infrastruktur', 'tingkat', 'sejahtera', 'tangan', 'kritik', 'efektivitas', 'bijak', 'nilai', 'visi', 'berani', 'mampu', 'dengar', 'aspirasi', 'rakyat', 'bentuk', 'pandang', 'masyarakat', 'peran', 'maju', 'bangsa']",12,positif,1,1,positif
tuhan yang maha pengasih br brkami mohon berkah untuk anies dan cak imin semoga engkau memberikan kebijaksanaan kebahagiaan dan ketenangan dalam hubungan mereka lindungilah ikatan cinta mereka berikan kekuatan dalam menghadapi setiap perjalanan hidup semoga tuhan memberkati langkah mereka bersama dalam kasih sayang dan kesuksesan amin,"['tuhan', 'maha', 'asih', 'br', 'brkami', 'mohon', 'berkah', 'anies', 'cak', 'imin', 'moga', 'engkau', 'bijaksana', 'bahagia', 'tenang', 'hubung', 'lindung', 'ikat', 'cinta', 'kuat', 'hadap', 'jalan', 'hidup', 'moga', 'tuhan', 'kati', 'langkah', 'kasih', 'sayang', 'sukses', 'amin']",23,positif,1,1,positif
sebagai keluarga besar dan warga jakarta insya allah tetap mendukung amin karena pak anies sudah jelas rekam jejaknya pada saat menjabat gubernur dki jakarta,"['keluarga', 'warga', 'jakarta', 'insya', 'allah', 'dukung', 'amin', 'anies', 'rekam', 'jejak', 'jabat', 'gubernur', 'dki', 'jakarta']",6,positif,1,1,positif
pilih yang pasti demi perubahan positif indonesia bersama pak anies siap all ini amin di pilpres 2024,"['pilih', 'ubah', 'positif', 'indonesia', 'anies', 'all', 'amin', 'pilpres', '2024']",2,positif,1,1,positif
setelah menonton debat ini hanya pak anies saja yang mampu memaparkan penjelasan yang mudah di mengerti dan di cerna pak anies memang mantab,"['tonton', 'debat', 'anies', 'papar', 'jelas', 'mudah', 'erti', 'cerna', 'anies', 'mantab']",-8,negatif,-1,-1,negatif
tidak ada keraguan sedikitpun untuk memilih amin 100 yakin pilih pak anies sebagai presiden indonesia,"['ragu', 'sedikit', 'pilih', 'amin', '100', 'pilih', 'anies', 'presiden', 'indonesia']",-8,negatif,-1,-1,negatif
para anak milineal generasi saja dan anakanak muda indonesia pasti dengan senang hati memilih pak anies untuk jadi presiden nanti,"['anak', 'milineal', 'generasi', 'anakanak', 'muda', 'indonesia', 'senang', 'hati', 'pilih', 'anies', 'presiden']",-6,negatif,-1,-1,negatif
sudah menjadi keputusan bersama bahwa seluruh keluarga besar siap memilih pak anies untuk menjadi presiden di 2024 nanti hidup pak anies,"['putus', 'keluarga', 'pilih', 'anies', 'presiden', '2024', 'hidup', 'anies']",-2,negatif,-1,1,positif
pak anies punya kepemilikan keren waktu jadi gubernur jakarta gaya berpakaiannya selalu profesional dan memberi kesan positif top deh,"['anies', 'milik', 'keren', 'gubernur', 'jakarta', 'gaya', 'pakai', 'profesional', 'kesan', 'positif', 'top', 'deh']",10,positif,1,1,positif
anies baswedan memancarkan karisma dan penampilan yang memukau selama menjabat sebagai gubernur jakarta ketenangan dan kepercayaan dirinya menciptakan atmosfer positif penampilan yang memikat ini memberikan daya tarik tambahan pada kepemimpinannya,"['anies', 'baswedan', 'pancar', 'karisma', 'tampil', 'pukau', 'jabat', 'gubernur', 'jakarta', 'tenang', 'percaya', 'cipta', 'atmosfer', 'positif', 'tampil', 'mikat', 'daya', 'tarik', 'tambah', 'pimpin']",11,positif,1,1,positif
pak anies the next presiden indonesia 2024 maju terus amin,"['anies', 'the', 'next', 'presiden', 'indonesia', '2024', 'maju', 'amin']",1,positif,1,1,positif
dilihat dari visi misinya keluarga besar kami siap pilih pasangan anies dan cak imin,"['visi', 'misi', 'keluarga', 'pilih', 'pasang', 'anies', 'cak', 'imin']",5,positif,1,1,positif
prestasi dan dedikasi pak anies baswedan sebagai gubernur jakarta sangat membanggakan beliau telah menunjukkan kepemimpinan yang kuat dan berkomitmen untuk memajukan kesejahteraan warga jakarta keputusankeputusan strategisnya seperti dalam pembangunan infrastruktur dan peningkatan kualitas pendidikan telah memberikan dampak positif yang nyata bagi masyarakat semangat untuk terus bekerja keras demi kemajuan jakarta adalah inspiratif dan kami berharap keberhasilan ini terus berlanjut di masa depan,"['prestasi', 'dedikasi', 'anies', 'baswedan', 'gubernur', 'jakarta', 'bangga', 'beliau', 'pimpin', 'kuat', 'komitmen', 'maju', 'sejahtera', 'warga', 'jakarta', 'keputusankeputusan', 'strategis', 'bangun', 'infrastruktur', 'tingkat', 'kualitas', 'didik', 'dampak', 'positif', 'nyata', 'masyarakat', 'semangat', 'keras', 'maju', 'jakarta', 'inspiratif', 'harap', 'hasil', 'lanjut']",13,positif,1,1,positif
sekeluarga siap memilih pak anies,"['keluarga', 'pilih', 'anies']",-1,negatif,-1,1,positif
pak anies adalah orang yang cerdas dan bijaksana semoga kepilih ya pak anies bisa menjadi perubahan untuk indonesia,"['anies', 'orang', 'cerdas', 'bijaksana', 'moga', 'pilih', 'ya', 'anies', 'ubah', 'indonesia']",0,netral,0,1,positif
bapak anies baswedan ri 1 aamiin,"['anies', 'baswedan', 'ri', '1', 'aamiin']",2,positif,1,1,positif
mohon maaf pak aniesbrsaya kurang setuju kalau angin membawa polusi pergi ke setiap provinsi masalahnya saya selama di jawa tidak pernah melihat kota saya berpolusi jadi ya tau lah ya,"['mohon', 'maaf', 'aniesbrsaya', 'tuju', 'angin', 'bawa', 'polusi', 'pergi', 'provinsi', 'jawa', 'kota', 'polusi', 'ya', 'tau', 'ya']",-11,negatif,-1,-1,negatif
anies aniesbr,"['anies', 'aniesbr']",0,netral,0,0,netral
pak anies pemimpin yang di idam idamkan sudah cerdas intelek agamis lagi semangat pak anies,"['anies', 'pimpin', 'idam', 'idam', 'cerdas', 'intelek', 'agam', 'semangat', 'anies']",10,positif,1,1,positif
ada moment prabowo dan ganjar cuma berjabat tangan biasa prabowo dan anies pun juga begitu entah saya melihat prabowo ini seperti belum siaptertekanbrbrsementara ganjar dan anies saling peluk hangat n cipika cipiki sepertinya capres ganjar dan anies lah yang menguasai panggung debat kali ini ganjar cukup oke tapi jujur anies lebih dominan unggul sementara prabowo terlalu sensitifemosional,"['moment', 'prabowo', 'ganjar', 'jabat', 'tangan', 'prabowo', 'anies', 'prabowo', 'siaptertekanbrbrsementara', 'ganjar', 'anies', 'peluk', 'hangat', 'n', 'cipika', 'cipiki', 'capres', 'ganjar', 'anies', 'kuasa', 'panggung', 'debat', 'kali', 'ganjar', 'oke', 'jujur', 'anies', 'dominan', 'unggul', 'prabowo', 'sensitifemosional']",16,positif,1,1,positif
1 anies pemimpinbr2 prabowo komentatorbr3 ganjar motivator,"['1', 'anies', 'pemimpinbr2', 'prabowo', 'komentatorbr3', 'ganjar', 'motivator']",2,positif,1,1,positif
ketika debat terlihat sekali bahwa pasangan pak anies dan cak imin ini sangat pintar dalam memaparkan penjelasan sangat cerdas dan berwibawa,"['debat', 'pasang', 'anies', 'cak', 'imin', 'pintar', 'papar', 'jelas', 'cerdas', 'wibawa']",2,positif,1,1,positif
anies cerdas gus imin pinter ah saling melengkapi,"['anies', 'cerdas', 'gus', 'imin', 'pinter', 'ah', 'lengkap']",3,positif,1,1,positif
pak anies dan cak imin selalu ada di hati rakyat indonesia,"['anies', 'cak', 'imin', 'hati', 'rakyat', 'indonesia']",0,netral,0,1,positif
anak muda pasti all out untuk pak anies pak anies the real next presiden cerminan masa depan ripintar dan berwibawa dan selalu dihati rakyat,"['anak', 'muda', 'all', 'out', 'anies', 'anies', 'the', 'real', 'next', 'presiden', 'cermin', 'ripintar', 'wibawa', 'hati', 'rakyat']",1,positif,1,1,positif
the next presiden ri is anies baswedan dan cerminan masa depan indonesiaa dan kami sekeluarga siap memilih beliau,"['the', 'next', 'presiden', 'ri', 'is', 'anies', 'baswedan', 'cermin', 'indonesiaa', 'keluarga', 'pilih', 'beliau']",3,positif,1,1,positif
track record di jakarta sangat baik all ini pilih amin pasangan ideal dan berada dihati rakyat indonesia dan the next presiden ri is anies baswedan dan cerminan masa depan indonesiaa dan kami siap memilih beliau,"['track', 'record', 'jakarta', 'all', 'pilih', 'amin', 'pasang', 'ideal', 'hati', 'rakyat', 'indonesia', 'the', 'next', 'presiden', 'ri', 'is', 'anies', 'baswedan', 'cermin', 'indonesiaa', 'pilih', 'beliau']",7,positif,1,1,positif
pak anies the real next presidenpintar dan berwibawa dan selalu dihati rakyat mantap dalam memaparkan penjelasan,"['anies', 'the', 'real', 'next', 'presidenpintar', 'wibawa', 'hati', 'rakyat', 'mantap', 'papar', 'jelas']",0,netral,0,1,positif
track record di jakarta sangat baik all ini pilih amin pasangan ideal dan berada dihati rakyat indonesia dan the next presiden ri is anies baswedan,"['track', 'record', 'jakarta', 'all', 'pilih', 'amin', 'pasang', 'ideal', 'hati', 'rakyat', 'indonesia', 'the', 'next', 'presiden', 'ri', 'is', 'anies', 'baswedan']",6,positif,1,1,positif
anies pemenangnya semoga kpu tetap netral dan adil jangan sampai masuk angin atau di setel oleh oligarki kelompok dinasti,"['anies', 'menang', 'moga', 'kpu', 'netral', 'adil', 'masuk', 'angin', 'setel', 'oligarki', 'kelompok', 'dinasti']",-10,negatif,-1,-1,negatif
fisik pak anies sangat proporsional untuk seorang pemimpin dari dulu saat menjabat sebagai gubernur ibu kota banyak pencapaian yang telah diraih,"['fisik', 'anies', 'proporsional', 'pimpin', 'jabat', 'gubernur', 'kota', 'capai', 'raih']",-3,negatif,-1,-1,negatif
penjelasan bapak anies paling cerdas pas pokoknya enak di dngr deh enggak tau kenapa semoga allah idzabah doa saya di sini semoga pak anies menang nanti ya jadi presiden amin,"['jelas', 'anies', 'cerdas', 'pas', 'pokok', 'enak', 'dngr', 'deh', 'tau', 'moga', 'allah', 'idzabah', 'doa', 'moga', 'anies', 'menang', 'ya', 'presiden', 'amin']",11,positif,1,1,positif
pak anies ini senyumnya adem banget tanggung jawabnya juga saat memimpin jakarta perlu di acungi jempol karena berani melawan konglo dan membela rakyat kecil,"['anies', 'senyum', 'adem', 'banget', 'tanggung', 'pimpin', 'jakarta', 'acung', 'jempol', 'berani', 'lawan', 'konglo', 'bela', 'rakyat']",1,positif,1,1,positif
keren banget pak anies dan cak imin jadi semakin yakin untuk pilih pasangan amin,"['keren', 'banget', 'anies', 'cak', 'imin', 'pilih', 'pasang', 'amin']",3,positif,1,1,positif
sangat puas dengan program kerja yang dibuat amin semoga jika anies jadi presiden pengangguran makin berkurang,"['puas', 'program', 'kerja', 'amin', 'moga', 'anies', 'presiden', 'anggur', 'kurang']",2,positif,1,1,positif
inilah sosok pemimpin indonesia kita bapak anies baswedan yang bakal calon presiden indonesia dengan segudang ilmu pengetahuan dan keterampilan,"['sosok', 'pimpin', 'indonesia', 'anies', 'baswedan', 'calon', 'presiden', 'indonesia', 'gudang', 'ilmu', 'tahu', 'terampil']",8,positif,1,1,positif
saya melihat sosok anies baswedan adalah sosok pemimpin yang mampu membawa indonesia ke depan lebih baik krn sejak menjadi gurbernur dki jakarta menjadi lebih baik,"['sosok', 'anies', 'baswedan', 'sosok', 'pimpin', 'bawa', 'indonesia', 'krn', 'gurbernur', 'dki', 'jakarta']",-2,negatif,-1,1,positif
ketika debat pak anies terlihat sangat pintar dan berwawasan luas keren bgt beliau juga ramah dan berwibawa,"['debat', 'anies', 'pintar', 'wawas', 'luas', 'keren', 'bgt', 'beliau', 'ramah', 'wibawa']",8,positif,1,1,positif
anies memiliki karisma yang kuat dan kemampuan untuk berkomunikasi dengan masyarakat secara efektif selama masa jabatannya sebagai gubernur jakarta ia telah menunjukkan dedikasi yang tinggi dalam memperjuangkan berbagai program pembangunan kota serta meningkatkan akses layanan publik bagi warga ketekunan dan semangatnya dalam memajukan jakarta patut diapresiasi,"['anies', 'milik', 'karisma', 'kuat', 'mampu', 'komunikasi', 'masyarakat', 'efektif', 'jabat', 'gubernur', 'jakarta', 'dedikasi', 'juang', 'program', 'bangun', 'kota', 'tingkat', 'akses', 'layan', 'publik', 'warga', 'tekun', 'semangat', 'maju', 'jakarta', 'patut', 'apresiasi']",4,positif,1,1,positif
semoga pak anies dan cak imin sehat selalu di berikan kelancaran segala urusannya dan mendapatkan hasil yang terbaik di pilpres nanti,"['moga', 'anies', 'cak', 'imin', 'sehat', 'lancar', 'urus', 'hasil', 'baik', 'pilpres']",11,positif,1,1,positif
pak anies dan cak imin adalah cerminan pemimpin masa depan,"['anies', 'cak', 'imin', 'cermin', 'pimpin']",3,positif,1,1,positif
awalnya enggak bakal menyangka kalau pak anies bisa secerdas ini materi yang di sampai kan sangat bisa di mengerti ini harus bisa menang sih tahun ini,"['sangka', 'anies', 'cerdas', 'materi', 'erti', 'menang', 'sih']",-1,negatif,-1,-1,negatif
pak anies tetap jadi harapan untuk perubahansaya enggak yakin sama pasangan pragibapalagi sekian kali mencalon gagal,"['anies', 'harap', 'perubahansaya', 'pasang', 'pragibapalagi', 'sekian', 'kali', 'calon', 'gagal']",0,netral,0,1,positif
argumen anies baswedan yang jelas dan sikapnya yang tenang selama debat calon presiden menunjukkan pemahamannya yang mendalam terhadap isuisu yang sedang dihadapi kemampuannya untuk berkomunikasi secara efektif selaras dengan aspirasi banyak masyarakat indonesia menyoroti komitmennya untuk mengatasi masalahmasalah nasional yang penting,"['argumen', 'anies', 'baswedan', 'sikap', 'tenang', 'debat', 'calon', 'presiden', 'paham', 'dalam', 'isuisu', 'hadap', 'mampu', 'komunikasi', 'efektif', 'selaras', 'aspirasi', 'masyarakat', 'indonesia', 'sorot', 'komitmen', 'atas', 'masalahmasalah', 'nasional']",11,positif,1,1,positif
pak anies telah menunjukkan kepemimpinan yang tangguh saat menjadi gubernur dki jakarta ditambah fisik yang kuat bisa bepergian ke sudut kota melihat kondisi masyarakat jakarta pendekatannya yang berani terhadap permasalahan kota dan upayanya dalam meningkatkan infrastruktur serta layanan publik sangat menginspirasi kinerjanya dalam memperhatikan kebutuhan masyarakat merupakan langkah yang positif untuk kesejahteraan bersama terima kasih atas dedikasinya dalam memajukan jakarta,"['anies', 'pimpin', 'tangguh', 'gubernur', 'dki', 'jakarta', 'tambah', 'fisik', 'kuat', 'pergi', 'sudut', 'kota', 'kondisi', 'masyarakat', 'jakarta', 'dekat', 'berani', 'masalah', 'kota', 'upaya', 'tingkat', 'infrastruktur', 'layan', 'publik', 'inspirasi', 'kerja', 'perhati', 'butuh', 'masyarakat', 'langkah', 'positif', 'sejahtera', 'terima', 'kasih', 'dedikasi', 'maju', 'jakarta']",-3,negatif,-1,1,positif
pak anies lebih bijak dalam penyampaian visi dan misi,"['anies', 'bijak', 'sampai', 'visi', 'misi']",-1,negatif,-1,1,positif
proker sangat jelas dan cerminan masa depan cerah pak aniessemoga jadi ri 1 dan the next presiden,"['proker', 'cermin', 'cerah', 'aniessemoga', 'ri', '1', 'the', 'next', 'presiden']",4,positif,1,1,positif
cerminan masa depan cerah pak aniessemoga jadi ri 1 dan the next presiden,"['cermin', 'cerah', 'aniessemoga', 'ri', '1', 'the', 'next', 'presiden']",4,positif,1,1,positif
pak anies dan cak imin betulbetul pasangan caprescawapres yang saling melengkapi,"['anies', 'cak', 'imin', 'betulbetul', 'pasang', 'caprescawapres', 'lengkap']",3,positif,1,1,positif
cerminan masa depan cerah pak aniessemoga jadi ri 1,"['cermin', 'cerah', 'aniessemoga', 'ri', '1']",3,positif,1,1,positif
pasangan ideal dan berada dihati rakyat indonesia dan the next presiden ri is anies baswedan dan cerminan masa depan indonesiaa dan kami siap memilih beliau,"['pasang', 'ideal', 'hati', 'rakyat', 'indonesia', 'the', 'next', 'presiden', 'ri', 'is', 'anies', 'baswedan', 'cermin', 'indonesiaa', 'pilih', 'beliau']",9,positif,1,1,positif
anies baswedan pantas mendapat pujian kepemimpinannya diharapkan menjadi inspirasi untuk pembangunan yang inklusif dan progresif semoga terus memberikan kontribusi positif untuk kemajuan jakarta dan indonesia,"['anies', 'baswedan', 'puji', 'pimpin', 'harap', 'inspirasi', 'bangun', 'inklusif', 'progresif', 'moga', 'kontribusi', 'positif', 'maju', 'jakarta', 'indonesia']",5,positif,1,1,positif
anies memiliki penampilan yang kharismatik dan profesional mencerminkan kepemimpinan yang percaya diri waktu menjadi gubernur jakarta dia menunjukkan komitmen dan dedikasi dalam menjalankan tanggung jawabnya untuk kesejahteraan warganya,"['anies', 'milik', 'tampil', 'kharismatik', 'profesional', 'cermin', 'pimpin', 'percaya', 'gubernur', 'jakarta', 'komitmen', 'dedikasi', 'jalan', 'tanggung', 'sejahtera', 'warga']",2,positif,1,1,positif
pak anies terlihat sangat murah senyum dan berwibawaketika menjadi gubernur jakarta sangat baik melaksanakan tugas nya,"['anies', 'murah', 'senyum', 'berwibawaketika', 'gubernur', 'jakarta', 'laksana', 'tugas', 'nya']",1,positif,1,1,positif
bismillahirrahmanirrahim pak anies kamu dukung selalu,"['bismillahirrahmanirrahim', 'anies', 'dukung']",4,positif,1,1,positif
believe itu orang not tapi masih ada gen saja yang tidak fomo ikutan gimmick tiktok me as one of the gen saja representative would like tapi use my 1 voting right untuk memilih paslon amin for indonesias brighter future ini anies baswedan we trust,"['believe', 'orang', 'not', 'gen', 'fomo', 'ikut', 'gimmick', 'tiktok', 'me', 'as', 'one', 'of', 'the', 'gen', 'representative', 'would', 'like', 'use', 'my', '1', 'voting', 'right', 'pilih', 'paslon', 'amin', 'for', 'indonesias', 'brighter', 'future', 'anies', 'baswedan', 'we', 'trust']",-5,negatif,-1,0,netral
keren banget pak anies pendukung no 02 pasti banyak yang ragu,"['keren', 'banget', 'anies', 'dukung', 'no', '02', 'ragu']",2,positif,1,1,positif
pak anies keren banget dan gagah,"['anies', 'keren', 'banget', 'gagah']",5,positif,1,1,positif
