komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment,sentimen_NaiveBayes
kalo saya dukung yang menangbrjika pak anis menang lebih mengedepankan kerja nyata bukan retorikabrjika pak prabowo menang ku rasa pak anis bisa di angkat jadi jubir karena memang pak anis lebih cakap buat bicarabapak sendiri sudah tau jalannyabrklo pak ganjar menang teruskan fisi dan misi yang sudah di wariskan demi menghemat anggaran belanja negara karena kita tau jika aturan di rubah biayanya tidak sedikit buat pleno2,"['kalo', 'dukung', 'menangbrjika', 'anis', 'menang', 'depan', 'kerja', 'nyata', 'retorikabrjika', 'prabowo', 'menang', 'ku', 'anis', 'angkat', 'jubir', 'anis', 'cakap', 'bicarabapak', 'tau', 'jalannyabrklo', 'ganjar', 'menang', 'terus', 'fisi', 'misi', 'waris', 'hemat', 'anggar', 'belanja', 'negara', 'tau', 'atur', 'rubah', 'biaya', 'pleno2']",4,positif,1,1,positif
pria yang tidak pandai merangkai katakata ketemu pria yang sangat pandai merangkai kata2 just info anies itu dosen yang jelas selalu memberikan teori jadi pandai merangkai kata janji manis yang tau hasil kinerjanya coba tanyakan saja sama warga jakarta ingat ya jangan sama angin sedangkan prabowo praktek lapangan langsung secara beliau pernah membela indonesia secara nyata kalo pak ganjar coba tanya w4d4 apapun pilihan kita jangan sampai salah pilih ya guyss,"['pria', 'pandai', 'rangkai', 'katakata', 'ketemu', 'pria', 'pandai', 'rangkai', 'kata2', 'just', 'info', 'anies', 'dosen', 'teori', 'pandai', 'rangkai', 'janji', 'manis', 'tau', 'hasil', 'kerja', 'coba', 'warga', 'jakarta', 'ya', 'angin', 'prabowo', 'praktek', 'lapang', 'langsung', 'beliau', 'bela', 'indonesia', 'nyata', 'kalo', 'ganjar', 'coba', 'w4d4', 'apa', 'pilih', 'salah', 'pilih', 'ya', 'guyss']",-1,negatif,-1,-1,negatif
tidak yakin pilih prabowo ganjar lebih mantap dan sangat menguasai lapangan sehingga paham betul permasalahan yang terjadi,"['pilih', 'prabowo', 'ganjar', 'mantap', 'kuasa', 'lapang', 'paham', 'masalah']",7,positif,1,1,positif
lawan anies bukan prabowo atau ganjar tapi kpu,"['lawan', 'anies', 'prabowo', 'ganjar', 'kpu']",-1,negatif,-1,1,positif
awalnya memilih pak ganjar setelah menonton debat kali ini jadi semakin yakin dengan pak ganjar pranowo jadi ri 1 2024,"['pilih', 'ganjar', 'tonton', 'debat', 'kali', 'ganjar', 'pranowo', 'ri', '1', '2024']",1,positif,1,1,positif
setelah menonton debat capres episode 1 saya sangat kagum dengan pak ganjar yang menjawab pertanyaan dengan cerdas dan akuratt juga masuk logika pembawaannya juga tenang tegas sopandan beretika walopun kedua capres pada berantem justru pak ganjar santai malah jadi penengah utkjaga persahabatan indonesiasalam 3 jari,"['tonton', 'debat', 'capres', 'episode', '1', 'kagum', 'ganjar', 'cerdas', 'akuratt', 'masuk', 'logika', 'bawa', 'tenang', 'sopandan', 'etika', 'walopun', 'capres', 'antem', 'ganjar', 'santai', 'tengah', 'utkjaga', 'sahabat', 'indonesiasalam', '3', 'jari']",0,netral,0,1,positif
bparanormal activityb and barchaeology activitybbrbrbrbrtugas presiden tahun 2024brbmencari dan menemukan koordinat letak kuburanb korban penculikan brbrbrbganjar pranowob,"['bparanormal', 'activityb', 'and', 'barchaeology', 'activitybbrbrbrbrtugas', 'presiden', '2024brbmencari', 'temu', 'koordinat', 'letak', 'kuburanb', 'korban', 'culi', 'brbrbrbganjar', 'pranowob']",1,positif,1,1,positif
hanya 1 capres yang bisa mengalahkan mbah mijan dan roy kiyoshi yaitu ganjar pranowo karena jika ganjar pranowo jadi presiden rincian tugasnya adalah quotmencari dan menemukan koordinat letak kuburanquot korban penculikan,"['1', 'capres', 'kalah', 'mbah', 'mijan', 'roy', 'kiyoshi', 'ganjar', 'pranowo', 'ganjar', 'pranowo', 'presiden', 'rincian', 'tugas', 'quotmencari', 'temu', 'koordinat', 'letak', 'kuburanquot', 'korban', 'culi']",0,netral,0,1,positif
kalo di sekolah branies anak pintar yang sok banget kalo lagi mengomong kayak dia doang yang paling pintar bahkan guru juga mungkin dilawan ajak debatbrbrprabowo anak pintar yang nilainya lumayan bagus padahal jarang belajar karena terlalu santuy dan suka berisik joget di kelasbrbrganjar anak pintar yang suka berorganisasi dan enggak pilih teman bahkan guru pun mungkin diajak ngopi bareng,"['kalo', 'sekolah', 'branies', 'anak', 'pintar', 'sok', 'banget', 'kalo', 'omong', 'kayak', 'doang', 'pintar', 'guru', 'lawan', 'ajak', 'debatbrbrprabowo', 'anak', 'pintar', 'nilai', 'lumayan', 'bagus', 'jarang', 'ajar', 'santuy', 'suka', 'berisik', 'joget', 'kelasbrbrganjar', 'anak', 'pintar', 'suka', 'organ', 'pilih', 'teman', 'guru', 'ajak', 'ngopi', 'bareng']",-2,negatif,-1,-1,negatif
pak ganjar mahfud terbaik,"['ganjar', 'mahfud', 'baik']",4,positif,1,1,positif
soal ikn asal jangan anisbrsoal ikn prabowo ganjar bersatu,"['ikn', 'anisbrsoal', 'ikn', 'prabowo', 'ganjar', 'satu']",4,positif,1,1,positif
dari awal debat jelas anis lebih baik pak ganjar juga baik tapi anis lebih baik lgi saya dan keluarga saya pilih anis presiden terbaik 2024202,"['debat', 'anis', 'ganjar', 'anis', 'lgi', 'keluarga', 'pilih', 'anis', 'presiden', 'baik', '2024202']",9,positif,1,1,positif
ganjar oke kalem sederhana,"['ganjar', 'oke', 'kalem', 'sederhana']",4,positif,1,1,positif
disini public speaking nya 2 capres sangatlah bagus respect pak anies dan pak ganjar untuk pak prabowo tetap semangat masih ada debat selanjutnya,"['public', 'speaking', 'nya', '2', 'capres', 'bagus', 'respect', 'anies', 'ganjar', 'prabowo', 'semangat', 'debat']",6,positif,1,1,positif
pak ganjar sebenarnya bagus sayang partainya warnanya merah,"['ganjar', 'bagus', 'sayang', 'partai', 'warna', 'merah']",1,positif,1,1,positif
antara pak anies dan pak ganjar bingung mau pilih yang mana nanti pas ke tps,"['anies', 'ganjar', 'bingung', 'pilih', 'pas', 'tps']",3,positif,1,1,positif
ganjarmahfud top dan sudah teruji,"['ganjarmahfud', 'top', 'uji']",6,positif,1,1,positif
ganjar pranowo paten jika dia jadi presiden tugasnya adalah mencari dan menemukan koordinat letak kuburan paten coy,"['ganjar', 'pranowo', 'paten', 'presiden', 'tugas', 'cari', 'temu', 'koordinat', 'letak', 'kubur', 'paten', 'coy']",3,positif,1,1,positif
baru tau aku tugas ganjar jika jadi presiden nantinya adalahbr1 mencari kuburan korban penculikan br2 menemukan koordinat letak kuburan korban penculikan brbrluar biasa ganjar pranowo ini jika jadi presiden tugasnya sebagai presiden adalah mencari dan menemukan koordinat letak kuburan korban penculikan,"['tau', 'tugas', 'ganjar', 'presiden', 'adalahbr1', 'cari', 'kubur', 'korban', 'culi', 'br2', 'temu', 'koordinat', 'letak', 'kubur', 'korban', 'culi', 'brbrluar', 'ganjar', 'pranowo', 'presiden', 'tugas', 'presiden', 'cari', 'temu', 'koordinat', 'letak', 'kubur', 'korban', 'culi']",-7,negatif,-1,1,positif
ganjar dong,['ganjar'],2,positif,1,1,positif
jawa tengah jawatimur susah pupuk loh pak ganjar,"['jawa', 'jawatimur', 'susah', 'pupuk', 'loh', 'ganjar']",-1,negatif,-1,-1,negatif
ganjar mahfud like disini,"['ganjar', 'mahfud', 'like']",2,positif,1,1,positif
seru banget pas lihat debat pak anis dan ganjar saling adu kecerdasan sayang sekali dulu pak prabowo juga cerdas tapi sekarang kok jadi lucu,"['seru', 'banget', 'pas', 'lihat', 'debat', 'anis', 'ganjar', 'adu', 'cerdas', 'sayang', 'prabowo', 'cerdas', 'lucu']",10,positif,1,1,positif
jujur jika dilihat dari debat sesi ini pak anis adalah orang yang paling baik dalam semua segi gagasannya kedua ganjar dan terakhir prabowo maaf memang prabowo terlalu lawak untuk indonesia yang sudah lawak,"['jujur', 'debat', 'sesi', 'anis', 'orang', 'segi', 'gagas', 'ganjar', 'prabowo', 'maaf', 'prabowo', 'lawak', 'indonesia', 'lawak']",3,positif,1,1,positif
pemilu sebelumnya saya pilih jokowi 2 periode namun pemilu kali ini semua paslon serba nanggungbranis tertara sekali entar kalo menang ikn dan pembangunan2 pak jokowi bakal terbengkalai padahal sudah makan anggaran gedebrprabowo walaupun disitu ada gibran tapi prabowo kinerjanya masih kureng untuk jadi sekelas presidenbrganjar enggak dulu deh dia pdip soalnya,"['milu', 'pilih', 'jokowi', '2', 'periode', 'milu', 'kali', 'paslon', 'serba', 'nanggungbranis', 'tara', 'entar', 'kalo', 'menang', 'ikn', 'pembangunan2', 'jokowi', 'bengkalai', 'makan', 'anggar', 'gedebrprabowo', 'situ', 'gibran', 'prabowo', 'kerja', 'reng', 'kelas', 'presidenbrganjar', 'deh', 'pdip']",1,positif,1,-1,negatif
pak prabowo buat pertanyaan padahal rulesnya tanggapanbrsedangkan pada pak ganjar buat pertanyaan dan mendapat teguranbrmohon menjadi perhatian dan menjadi evaluasi untuk moderator agar tetap jeli dan menjaga keadilan dalam penyelenggaraan debat berikutnya,"['prabowo', 'rulesnya', 'tanggapanbrsedangkan', 'ganjar', 'teguranbrmohon', 'perhati', 'evaluasi', 'moderator', 'jeli', 'jaga', 'adil', 'selenggara', 'debat']",6,positif,1,1,positif
pak ganjar jangan lupa dengan ucapan anda di jateng selama kepemimpinan dirimu kemiskinan naik,"['ganjar', 'lupa', 'ucap', 'jateng', 'pimpin', 'diri', 'miskin']",-8,negatif,-1,-1,negatif
menurut gue untuk debat kali ini pak anies menang mutlakbr1 anies seorang akademisibr2 prabowo seorang tempramentalbr3 ganjar seorang motivator,"['gue', 'debat', 'kali', 'anies', 'menang', 'mutlakbr1', 'anies', 'akademisibr2', 'prabowo', 'tempramentalbr3', 'ganjar', 'motivator']",4,positif,1,1,positif
sama saja anis dan ganjar prabowo tempramental,"['anis', 'ganjar', 'prabowo', 'tempramental']",2,positif,1,1,positif
saya mahasiswa melihat pemimpin dari sosok pribadi dan gagasannya enggak peduli dari partai mana saya yakin jika pemimpin yang terpilih nanti punya kualitas dan integritas yang bagus maka kepentingan partaipun tidak akan mendominasi keputusan presiden kedepannya pada debat pertama ini saya urutkan pilihan saya terhadapbr1 anisbr2 ganjarbr3 prabowobrpilihan saya masih bisa berubah tergantung debat berikutnya dan yang pasti yang punya gagasan jelas saya kira orang yang berpikir kritis kedepan pasti enggak akan terpengaruh oleh buzzer yang saling membela pilihannya dan mencela lawannya saya hanya ingin indonesia lebih baik salam pemilu damai,"['mahasiswa', 'pimpin', 'sosok', 'pribadi', 'gagas', 'peduli', 'partai', 'pimpin', 'pilih', 'kualitas', 'integritas', 'bagus', 'penting', 'partai', 'dominasi', 'putus', 'presiden', 'depan', 'debat', 'urut', 'pilih', 'terhadapbr1', 'anisbr2', 'ganjarbr3', 'prabowobrpilihan', 'ubah', 'gantung', 'debat', 'gagas', 'orang', 'pikir', 'kritis', 'depan', 'pengaruh', 'buzzer', 'bela', 'pilih', 'cela', 'lawan', 'indonesia', 'salam', 'milu', 'damai']",-7,negatif,-1,-1,negatif
gurumuda4 ow iya enggak pernah pilih ganjarlah kalau begitu,"['gurumuda4', 'ow', 'iya', 'pilih', 'ganjar']",0,netral,0,-1,negatif
pak anies sama pak ganjar di debat pertama berkelas banget smart sopan brbrbeda sama prabowobremosian non etika brkasihan saya sama ini bapak brdia sendiri bilang tak haus kekuasanbrtapi sudah 4 kali maju dalam capresbr1 kali nya jadi cawapres,"['anies', 'ganjar', 'debat', 'kelas', 'banget', 'smart', 'sopan', 'brbrbeda', 'prabowobremosian', 'non', 'etika', 'brkasihan', 'brdia', 'bilang', 'haus', 'kekuasanbrtapi', '4', 'kali', 'maju', 'capresbr1', 'kali', 'nya', 'cawapres']",3,positif,1,1,positif
ganjarr,['ganjarr'],0,netral,0,1,positif
terbayang kalo ganjar tibatiba yang menang auto jungkir balik negara,"['bayang', 'kalo', 'ganjar', 'tibatiba', 'menang', 'auto', 'jungkir', 'negara']",3,positif,1,1,positif
ganjar paling bagus,"['ganjar', 'bagus']",0,netral,0,1,positif
memilih presiden yang pintar prakteknya bukan teorinya dan sudah jelas ganjar dan mahfud,"['pilih', 'presiden', 'pintar', 'praktek', 'teori', 'ganjar', 'mahfud']",3,positif,1,1,positif
ganjar mahfud joss,"['ganjar', 'mahfud', 'joss']",2,positif,1,1,positif
pilihan yang tepat untuk m3nang itu pak ganjar mahfud ayo dukung gama,"['pilih', 'm3nang', 'ganjar', 'mahfud', 'ayo', 'dukung', 'gama']",8,positif,1,1,positif
pak ganjar mahfud pilihan yang tepat untuk m3nang ayo dukung gama terus,"['ganjar', 'mahfud', 'pilih', 'm3nang', 'ayo', 'dukung', 'gama']",8,positif,1,1,positif
pak ganjar dan pak mahfud pasangan dwi tunggal kwalitasnya yang tidak di ragukan lagi intelektual dan religiusbrpemimpin indonesia di 2024 amin,"['ganjar', 'mahfud', 'pasang', 'dwi', 'tunggal', 'kwalitasnya', 'ragu', 'intelektual', 'religiusbrpemimpin', 'indonesia', '2024', 'amin']",6,positif,1,1,positif
anies jadi gubernur jakarta enggak sukses2 amatmasih banyak pr banjir macetganjar juga jadi gubernur jateng enggak ada prestasi menonjolkasus batang enggak jelas prabowo jadi menhan juga enggak bagusbagus amatjadi semua ada kurangnya,"['anies', 'gubernur', 'jakarta', 'sukses2', 'amatmasih', 'pr', 'banjir', 'macetganjar', 'gubernur', 'jateng', 'prestasi', 'menonjolkasus', 'batang', 'prabowo', 'menhan', 'bagusbagus', 'amatjadi', 'kurang']",-7,negatif,-1,-1,negatif
ganjar mahfud terbaik untuk indonesia,"['ganjar', 'mahfud', 'baik', 'indonesia']",4,positif,1,1,positif
pak ganjar sangat luar biasa,['ganjar'],2,positif,1,1,positif
prabowo presiden anis wakil presiden ganjar mentri sosial cocok dahh,"['prabowo', 'presiden', 'anis', 'wakil', 'presiden', 'ganjar', 'tri', 'sosial', 'cocok', 'dahh']",10,positif,1,1,positif
kalau masalah pertahanan prabowo lah jagonya sudah pengalaman ganjar anis cuma retorika saja,"['tahan', 'prabowo', 'jago', 'alam', 'ganjar', 'anis', 'retorika']",5,positif,1,1,positif
ganjar ganjarsemangat,"['ganjar', 'ganjarsemangat']",2,positif,1,1,positif
ganjar mahfud the best pasangan paling ideal,"['ganjar', 'mahfud', 'the', 'best', 'pasang', 'ideal']",9,positif,1,1,positif
tidak salah pilih ganjar makmud capres berkwatastdak seperti prabowo di tanya a jwabanya z ganjar makmud sangat berkwatas sekali,"['salah', 'pilih', 'ganjar', 'makmud', 'capres', 'berkwatastdak', 'prabowo', 'a', 'jwabanya', 'z', 'ganjar', 'makmud', 'berkwatas']",-2,negatif,-1,-1,negatif
dari sabang sampai merauke kata pak ganjar jawa timur hadir pak tapi kok enggak pernah dengar,"['sabang', 'merauke', 'ganjar', 'jawa', 'timur', 'hadir', 'dengar']",3,positif,1,1,positif
supardivoto bukan masalah akting bg semua orang punya emosi pak ganjar punya pak prabowo punya pak anies pun juga tentu punya tinggal bagaimana cara individu mengkontrol emosi nya apakah hal tersebut disebut akting tentu tidak semua tergantung bagaimana orang bisa mengkontrol emosi kalau tidak bisa berarti orang nya memang tempramental menunjukan pak anies mempunyai stabilitas emosi yang baik dan tau tempat,"['supardivoto', 'akting', 'bg', 'orang', 'emosi', 'ganjar', 'prabowo', 'anies', 'tinggal', 'individu', 'kontrol', 'emosi', 'nya', 'akting', 'gantung', 'orang', 'kontrol', 'emosi', 'orang', 'nya', 'tempramental', 'tunjuk', 'anies', 'stabilitas', 'emosi', 'tau']",-7,negatif,-1,-1,negatif
good job kpu semua capres bagus cuma sesuai porsinya prabowo capres latar belakang tni ahli strategi dan otak intelgen bicaranya tapi the point dan simple pak anies budayawan sastrawan dosen lebih pintar bermain kata 2 oermainan katanya bagus dan dominan sdgkan ganjar seperti biasa seperti selebritas tebar pesona kadang tancap kadang ngerem tto yang terlihat sering menyerang dengan semangat 4 pak anies attack yang tajam seperti ingin dominan,"['good', 'job', 'kpu', 'capres', 'bagus', 'sesuai', 'porsi', 'prabowo', 'capres', 'latar', 'tni', 'ahli', 'strategi', 'otak', 'intelgen', 'bicara', 'the', 'point', 'simple', 'anies', 'budayawan', 'sastrawan', 'dosen', 'pintar', 'main', '2', 'oermainan', 'bagus', 'dominan', 'sdgkan', 'ganjar', 'selebritas', 'tebar', 'pesona', 'kadang', 'tancap', 'kadang', 'ngerem', 'tto', 'serang', 'semangat', '4', 'anies', 'attack', 'tajam', 'dominan']",25,positif,1,1,positif
memang bagus ada debat capres jadi sdikit bisa lihat orgnya bagaimana tadinya mau dukung pak prabowo tapi sekarang antara anis dan ganjar bismillah semoga next presiden bisa membawa perubahan dan kemajuan untuk negara amin,"['bagus', 'debat', 'capres', 'sdikit', 'lihat', 'orgnya', 'dukung', 'prabowo', 'anis', 'ganjar', 'bismillah', 'moga', 'next', 'presiden', 'bawa', 'ubah', 'maju', 'negara', 'amin']",14,positif,1,1,positif
pak anies kali ini di luar prediksi saya cara bdialognyabrpak ganjar sepertinya belahar dari kesalahn karena bicaranya sangat bhati hati jadi penasaran siapa tim nya pak ganjarbrpak prabowo mohon jangan emosian pak saya jadi takut,"['anies', 'kali', 'prediksi', 'bdialognyabrpak', 'ganjar', 'bahar', 'kesalahn', 'bicara', 'bhati', 'hati', 'penasaran', 'tim', 'nya', 'ganjarbrpak', 'prabowo', 'mohon', 'emosi', 'takut']",-7,negatif,-1,-1,negatif
ganjar lebih konkrit penjelasantidak teoritis,"['ganjar', 'konkrit', 'penjelasantidak', 'teoritis']",2,positif,1,1,positif
ganjar pranowo dikacangin,"['ganjar', 'pranowo', 'dikacangin']",2,positif,1,1,positif
says tetap ganjar,"['says', 'ganjar']",2,positif,1,1,positif
pak ganjar dan pak anies 3public speaking3 nya samasama bagus dan menjawab semua pertanyaan dengan jelas detail dan masuk akal dengan hati dan pikiran yang jernih tanpa rasa emosi dan enggak grasak grusuk kayak sih owo jadi tau siapa yang sebenarnya berpendidikan,"['ganjar', 'anies', '3public', 'speaking3', 'nya', 'samasama', 'bagus', 'detail', 'masuk', 'akal', 'hati', 'pikir', 'jernih', 'emosi', 'grasak', 'grusuk', 'kayak', 'sih', 'owo', 'tau', 'didik']",-6,negatif,-1,-1,negatif
pak ganjar yang terbaik love balak,"['ganjar', 'baik', 'love', 'balak']",6,positif,1,1,positif
prabowo gibran bekerja dengan hati yang tulus melanjutkan pembangunan yang sudah bagus di masa jokowi anies adalah pembicara ulung dengan segudang retorika ingat di belakang anis ada nasdem yang akhirquot ini sangat korup apakah mungkin jika anis terpilih membantah ucapan surya paloh jelas ada sebuah misi dari orangquot korup di blakang anis untuk menghilangkan jejak korup mereka sedangkan untuk ganjar putaran pertama di pastikan tumbang dan pada akhirnya mereka akan mendukung prabowo gibran kita lihat saja nanti,"['prabowo', 'gibran', 'hati', 'tulus', 'lanjut', 'bangun', 'bagus', 'jokowi', 'anies', 'bicara', 'ulung', 'gudang', 'retorika', 'anis', 'nasdem', 'akhirquot', 'korup', 'anis', 'pilih', 'ban', 'ucap', 'surya', 'paloh', 'misi', 'orangquot', 'korup', 'blakang', 'anis', 'hilang', 'jejak', 'korup', 'ganjar', 'putar', 'pasti', 'tumbang', 'dukung', 'prabowo', 'gibran', 'lihat']",-13,negatif,-1,1,positif
ganjar mahfud,"['ganjar', 'mahfud']",2,positif,1,1,positif
saya yakin prabowo berdasarkan pengalamannya sebagai menteri pasti mengerti persoalan negara tapi beliau enggak pintar ngomong dan di debat ini juga terlihat kurang persiapan yang matang sehingga jawabannya kayak orang bingung brbrmalah pembahasan serunya lebih kepada debat anies vs ganjar keduanya terkadang menggunakan datapengalaman,"['prabowo', 'dasar', 'alam', 'menteri', 'erti', 'negara', 'beliau', 'pintar', 'ngomong', 'debat', 'siap', 'matang', 'jawab', 'kayak', 'orang', 'bingung', 'brbrmalah', 'bahas', 'seru', 'debat', 'anies', 'vs', 'ganjar', 'terkadang', 'datapengalaman']",10,positif,1,1,positif
bagaimana caranya mau bangun pak ganjar kalo hukum saja enggak diperbaiki mau dapat duid untuk membangun dari mana kalo koruptor malah diternak bukannya diperberat hukumannyabrtetep pilih pak anis membangun dari pokokknya dengan mperbaiki pokok hukumnya karena hukum itu pokok dalam pmrinthn,"['bangun', 'ganjar', 'kalo', 'hukum', 'baik', 'duid', 'bangun', 'kalo', 'koruptor', 'ternak', 'berat', 'hukumannyabrtetep', 'pilih', 'anis', 'bangun', 'pokokknya', 'mperbaiki', 'pokok', 'hukum', 'hukum', 'pokok', 'pmrinthn']",2,positif,1,1,positif
wiranto langsung asem mukanya pas pak ganjar tanya ham penculikan,"['wiranto', 'langsung', 'asem', 'muka', 'pas', 'ganjar', 'ham', 'culi']",8,positif,1,1,positif
ganjar masih yang terbaik,"['ganjar', 'baik']",4,positif,1,1,positif
