komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment,sentimen_NaiveBayes
pasangan anies dan cak imin mendapat dukungan setia dari banyak kalangan masyarakat melihat keduanya sebagai pemimpin yang peduli dan berkomitmen untuk memajukan kesejahteraan masyarakat kehadiran mereka dihati rakyat tercermin dalam dukungan yang kuat dari berbagai lapisan masyarakat,"['pasang', 'anies', 'cak', 'imin', 'dukung', 'setia', 'kalang', 'masyarakat', 'pimpin', 'peduli', 'komitmen', 'maju', 'sejahtera', 'masyarakat', 'hadir', 'hati', 'rakyat', 'cermin', 'dukung', 'kuat', 'lapis', 'masyarakat']",12,positif,1,1,positif
kami sepakat kalau pak anies baswedan dan cak imin the next presiden dan wakil presiden,"['sepakat', 'anies', 'baswedan', 'cak', 'imin', 'the', 'next', 'presiden', 'wakil', 'presiden']",8,positif,1,1,positif
pandangan mengenai pak anies dan cak imin sebagai cerminan pemimpin masa depan bervariasi ada yang mengapresiasi dedikasi mereka dalam membangun infrastruktur dan meningkatkan kesejahteraan sementara yang lain mempertanyakan cara menangani kritik dan efektivitas kebijakan penilaian terhadap visi keberanian dan kemampuan mendengarkan aspirasi rakyat dapat membentuk pandangan masyarakat terhadap peran mereka dalam kemajuan bangsa,"['pandang', 'anies', 'cak', 'imin', 'cermin', 'pimpin', 'variasi', 'apresiasi', 'dedikasi', 'bangun', 'infrastruktur', 'tingkat', 'sejahtera', 'tangan', 'kritik', 'efektivitas', 'bijak', 'nilai', 'visi', 'berani', 'mampu', 'dengar', 'aspirasi', 'rakyat', 'bentuk', 'pandang', 'masyarakat', 'peran', 'maju', 'bangsa']",12,positif,1,1,positif
tuhan yang maha pengasih br brkami mohon berkah untuk anies dan cak imin semoga engkau memberikan kebijaksanaan kebahagiaan dan ketenangan dalam hubungan mereka lindungilah ikatan cinta mereka berikan kekuatan dalam menghadapi setiap perjalanan hidup semoga tuhan memberkati langkah mereka bersama dalam kasih sayang dan kesuksesan amin,"['tuhan', 'maha', 'asih', 'br', 'brkami', 'mohon', 'berkah', 'anies', 'cak', 'imin', 'moga', 'engkau', 'bijaksana', 'bahagia', 'tenang', 'hubung', 'lindung', 'ikat', 'cinta', 'kuat', 'hadap', 'jalan', 'hidup', 'moga', 'tuhan', 'kati', 'langkah', 'kasih', 'sayang', 'sukses', 'amin']",23,positif,1,1,positif
sebagai keluarga besar dan warga jakarta insya allah tetap mendukung amin karena pak anies sudah jelas rekam jejaknya pada saat menjabat gubernur dki jakarta,"['keluarga', 'warga', 'jakarta', 'insya', 'allah', 'dukung', 'amin', 'anies', 'rekam', 'jejak', 'jabat', 'gubernur', 'dki', 'jakarta']",6,positif,1,1,positif
pilih yang pasti demi perubahan positif indonesia bersama pak anies siap all ini amin di pilpres 2024,"['pilih', 'ubah', 'positif', 'indonesia', 'anies', 'all', 'amin', 'pilpres', '2024']",2,positif,1,1,positif
setelah menonton debat ini hanya pak anies saja yang mampu memaparkan penjelasan yang mudah di mengerti dan di cerna pak anies memang mantab,"['tonton', 'debat', 'anies', 'papar', 'jelas', 'mudah', 'erti', 'cerna', 'anies', 'mantab']",-8,negatif,-1,-1,negatif
tidak ada keraguan sedikitpun untuk memilih amin 100 yakin pilih pak anies sebagai presiden indonesia,"['ragu', 'sedikit', 'pilih', 'amin', '100', 'pilih', 'anies', 'presiden', 'indonesia']",-8,negatif,-1,-1,negatif
para anak milineal generasi saja dan anakanak muda indonesia pasti dengan senang hati memilih pak anies untuk jadi presiden nanti,"['anak', 'milineal', 'generasi', 'anakanak', 'muda', 'indonesia', 'senang', 'hati', 'pilih', 'anies', 'presiden']",-6,negatif,-1,-1,negatif
sudah menjadi keputusan bersama bahwa seluruh keluarga besar siap memilih pak anies untuk menjadi presiden di 2024 nanti hidup pak anies,"['putus', 'keluarga', 'pilih', 'anies', 'presiden', '2024', 'hidup', 'anies']",-2,negatif,-1,1,positif
pak anies punya kepemilikan keren waktu jadi gubernur jakarta gaya berpakaiannya selalu profesional dan memberi kesan positif top deh,"['anies', 'milik', 'keren', 'gubernur', 'jakarta', 'gaya', 'pakai', 'profesional', 'kesan', 'positif', 'top', 'deh']",10,positif,1,1,positif
kpu di isi orang baik pasti amanah dan insyllah bpk anis b menang satu putaran,"['kpu', 'isi', 'orang', 'amanah', 'insyllah', 'bpk', 'anis', 'b', 'menang', 'putar']",1,positif,1,1,positif
anies baswedan memancarkan karisma dan penampilan yang memukau selama menjabat sebagai gubernur jakarta ketenangan dan kepercayaan dirinya menciptakan atmosfer positif penampilan yang memikat ini memberikan daya tarik tambahan pada kepemimpinannya,"['anies', 'baswedan', 'pancar', 'karisma', 'tampil', 'pukau', 'jabat', 'gubernur', 'jakarta', 'tenang', 'percaya', 'cipta', 'atmosfer', 'positif', 'tampil', 'mikat', 'daya', 'tarik', 'tambah', 'pimpin']",11,positif,1,1,positif
pak anies the next presiden indonesia 2024 maju terus amin,"['anies', 'the', 'next', 'presiden', 'indonesia', '2024', 'maju', 'amin']",1,positif,1,1,positif
pada dibayar berapa sih buzzer nya anis awowkwk mengakak mana banyak banget,"['bayar', 'sih', 'buzzer', 'nya', 'anis', 'awowkwk', 'akak', 'banget']",-1,negatif,-1,-1,negatif
dilihat dari visi misinya keluarga besar kami siap pilih pasangan anies dan cak imin,"['visi', 'misi', 'keluarga', 'pilih', 'pasang', 'anies', 'cak', 'imin']",5,positif,1,1,positif
prestasi dan dedikasi pak anies baswedan sebagai gubernur jakarta sangat membanggakan beliau telah menunjukkan kepemimpinan yang kuat dan berkomitmen untuk memajukan kesejahteraan warga jakarta keputusankeputusan strategisnya seperti dalam pembangunan infrastruktur dan peningkatan kualitas pendidikan telah memberikan dampak positif yang nyata bagi masyarakat semangat untuk terus bekerja keras demi kemajuan jakarta adalah inspiratif dan kami berharap keberhasilan ini terus berlanjut di masa depan,"['prestasi', 'dedikasi', 'anies', 'baswedan', 'gubernur', 'jakarta', 'bangga', 'beliau', 'pimpin', 'kuat', 'komitmen', 'maju', 'sejahtera', 'warga', 'jakarta', 'keputusankeputusan', 'strategis', 'bangun', 'infrastruktur', 'tingkat', 'kualitas', 'didik', 'dampak', 'positif', 'nyata', 'masyarakat', 'semangat', 'keras', 'maju', 'jakarta', 'inspiratif', 'harap', 'hasil', 'lanjut']",13,positif,1,1,positif
sekeluarga siap memilih pak anies,"['keluarga', 'pilih', 'anies']",-1,negatif,-1,1,positif
pak anies adalah orang yang cerdas dan bijaksana semoga kepilih ya pak anies bisa menjadi perubahan untuk indonesia,"['anies', 'orang', 'cerdas', 'bijaksana', 'moga', 'pilih', 'ya', 'anies', 'ubah', 'indonesia']",0,netral,0,1,positif
bapak anies baswedan ri 1 aamiin,"['anies', 'baswedan', 'ri', '1', 'aamiin']",2,positif,1,1,positif
mohon maaf pak aniesbrsaya kurang setuju kalau angin membawa polusi pergi ke setiap provinsi masalahnya saya selama di jawa tidak pernah melihat kota saya berpolusi jadi ya tau lah ya,"['mohon', 'maaf', 'aniesbrsaya', 'tuju', 'angin', 'bawa', 'polusi', 'pergi', 'provinsi', 'jawa', 'kota', 'polusi', 'ya', 'tau', 'ya']",-11,negatif,-1,-1,negatif
anies aniesbr,"['anies', 'aniesbr']",0,netral,0,0,netral
pak anies pemimpin yang di idam idamkan sudah cerdas intelek agamis lagi semangat pak anies,"['anies', 'pimpin', 'idam', 'idam', 'cerdas', 'intelek', 'agam', 'semangat', 'anies']",10,positif,1,1,positif
ada moment prabowo dan ganjar cuma berjabat tangan biasa prabowo dan anies pun juga begitu entah saya melihat prabowo ini seperti belum siaptertekanbrbrsementara ganjar dan anies saling peluk hangat n cipika cipiki sepertinya capres ganjar dan anies lah yang menguasai panggung debat kali ini ganjar cukup oke tapi jujur anies lebih dominan unggul sementara prabowo terlalu sensitifemosional,"['moment', 'prabowo', 'ganjar', 'jabat', 'tangan', 'prabowo', 'anies', 'prabowo', 'siaptertekanbrbrsementara', 'ganjar', 'anies', 'peluk', 'hangat', 'n', 'cipika', 'cipiki', 'capres', 'ganjar', 'anies', 'kuasa', 'panggung', 'debat', 'kali', 'ganjar', 'oke', 'jujur', 'anies', 'dominan', 'unggul', 'prabowo', 'sensitifemosional']",16,positif,1,1,positif
1 anies pemimpinbr2 prabowo komentatorbr3 ganjar motivator,"['1', 'anies', 'pemimpinbr2', 'prabowo', 'komentatorbr3', 'ganjar', 'motivator']",2,positif,1,1,positif
anis baswedan sungguh pandai memaparkan dan menjelaskan maksud dan tujuan serta visi dan misinya,"['anis', 'baswedan', 'sungguh', 'pandai', 'papar', 'maksud', 'tuju', 'visi', 'misi']",3,positif,1,1,positif
kata anis baswedan sungguh mantap semoga anis baswedan bisa melaksanakan dan menjalankanvisi dan misinya,"['anis', 'baswedan', 'sungguh', 'mantap', 'moga', 'anis', 'baswedan', 'laksana', 'menjalankanvisi', 'misi']",9,positif,1,1,positif
gaya dan penampilan anis baswedan tidak berbeda jauh dari dulu hingga sekarang tetap sama seperti menjabat gubernur jakarta,"['gaya', 'tampil', 'anis', 'baswedan', 'beda', 'jabat', 'gubernur', 'jakarta']",-7,negatif,-1,-1,negatif
ketika debat terlihat sekali bahwa pasangan pak anies dan cak imin ini sangat pintar dalam memaparkan penjelasan sangat cerdas dan berwibawa,"['debat', 'pasang', 'anies', 'cak', 'imin', 'pintar', 'papar', 'jelas', 'cerdas', 'wibawa']",2,positif,1,1,positif
anies cerdas gus imin pinter ah saling melengkapi,"['anies', 'cerdas', 'gus', 'imin', 'pinter', 'ah', 'lengkap']",3,positif,1,1,positif
pak anies dan cak imin selalu ada di hati rakyat indonesia,"['anies', 'cak', 'imin', 'hati', 'rakyat', 'indonesia']",0,netral,0,1,positif
amin adalah pasangan yang ideal untuk memimpin negara kita mereka memiliki visi yang jelas pengalaman yang luas serta dedikasi yang tinggi untuk memajukan negara ini dalam debat perdana capres cawapres mereka menunjukkan kepemimpinan yang kokoh keahlian dalam menjawab tantangan dan komitmen untuk mewujudkan perubahan positif bagi seluruh rakyat semoga amin dapat membawa kemajuan yang besar untuk masa depan indonesia,"['amin', 'pasang', 'ideal', 'pimpin', 'negara', 'milik', 'visi', 'alam', 'luas', 'dedikasi', 'maju', 'negara', 'debat', 'perdana', 'capres', 'cawapres', 'pimpin', 'kokoh', 'ahli', 'tantang', 'komitmen', 'wujud', 'ubah', 'positif', 'rakyat', 'moga', 'amin', 'bawa', 'maju', 'indonesia']",18,positif,1,1,positif
anak muda pasti all out untuk pak anies pak anies the real next presiden cerminan masa depan ripintar dan berwibawa dan selalu dihati rakyat,"['anak', 'muda', 'all', 'out', 'anies', 'anies', 'the', 'real', 'next', 'presiden', 'cermin', 'ripintar', 'wibawa', 'hati', 'rakyat']",1,positif,1,1,positif
the next presiden ri is anies baswedan dan cerminan masa depan indonesiaa dan kami sekeluarga siap memilih beliau,"['the', 'next', 'presiden', 'ri', 'is', 'anies', 'baswedan', 'cermin', 'indonesiaa', 'keluarga', 'pilih', 'beliau']",3,positif,1,1,positif
track record di jakarta sangat baik all ini pilih amin pasangan ideal dan berada dihati rakyat indonesia dan the next presiden ri is anies baswedan dan cerminan masa depan indonesiaa dan kami siap memilih beliau,"['track', 'record', 'jakarta', 'all', 'pilih', 'amin', 'pasang', 'ideal', 'hati', 'rakyat', 'indonesia', 'the', 'next', 'presiden', 'ri', 'is', 'anies', 'baswedan', 'cermin', 'indonesiaa', 'pilih', 'beliau']",7,positif,1,1,positif
pak anies the real next presidenpintar dan berwibawa dan selalu dihati rakyat mantap dalam memaparkan penjelasan,"['anies', 'the', 'real', 'next', 'presidenpintar', 'wibawa', 'hati', 'rakyat', 'mantap', 'papar', 'jelas']",0,netral,0,1,positif
track record di jakarta sangat baik all ini pilih amin pasangan ideal dan berada dihati rakyat indonesia dan the next presiden ri is anies baswedan,"['track', 'record', 'jakarta', 'all', 'pilih', 'amin', 'pasang', 'ideal', 'hati', 'rakyat', 'indonesia', 'the', 'next', 'presiden', 'ri', 'is', 'anies', 'baswedan']",6,positif,1,1,positif
anies pemenangnya semoga kpu tetap netral dan adil jangan sampai masuk angin atau di setel oleh oligarki kelompok dinasti,"['anies', 'menang', 'moga', 'kpu', 'netral', 'adil', 'masuk', 'angin', 'setel', 'oligarki', 'kelompok', 'dinasti']",-10,negatif,-1,-1,negatif
fisik pak anies sangat proporsional untuk seorang pemimpin dari dulu saat menjabat sebagai gubernur ibu kota banyak pencapaian yang telah diraih,"['fisik', 'anies', 'proporsional', 'pimpin', 'jabat', 'gubernur', 'kota', 'capai', 'raih']",-3,negatif,-1,-1,negatif
penjelasan bapak anies paling cerdas pas pokoknya enak di dngr deh enggak tau kenapa semoga allah idzabah doa saya di sini semoga pak anies menang nanti ya jadi presiden amin,"['jelas', 'anies', 'cerdas', 'pas', 'pokok', 'enak', 'dngr', 'deh', 'tau', 'moga', 'allah', 'idzabah', 'doa', 'moga', 'anies', 'menang', 'ya', 'presiden', 'amin']",11,positif,1,1,positif
pak anies ini senyumnya adem banget tanggung jawabnya juga saat memimpin jakarta perlu di acungi jempol karena berani melawan konglo dan membela rakyat kecil,"['anies', 'senyum', 'adem', 'banget', 'tanggung', 'pimpin', 'jakarta', 'acung', 'jempol', 'berani', 'lawan', 'konglo', 'bela', 'rakyat']",1,positif,1,1,positif
keren banget pak anies dan cak imin jadi semakin yakin untuk pilih pasangan amin,"['keren', 'banget', 'anies', 'cak', 'imin', 'pilih', 'pasang', 'amin']",3,positif,1,1,positif
sangat puas dengan program kerja yang dibuat amin semoga jika anies jadi presiden pengangguran makin berkurang,"['puas', 'program', 'kerja', 'amin', 'moga', 'anies', 'presiden', 'anggur', 'kurang']",2,positif,1,1,positif
janji pilkada saja enggak di penuhi selama tahun berkuasa sekarang soksokan bisa harus memenuhi mengomong boleh jago tapi kau enggak bisa kerja aniieess kejaan mu jeblok di jakarta br pohon asli ditebang diganti dengan pohon plastik situ waras br sungai kotor bukannya di bersihin malah ditutup sama pembungkus hitam br mengatasi banjir dengan lobang2 yang selain enggak berfungis malah merusak jalanan br patung bambu dipajang beberapa minggu kemudian di bongkar karena rapuh dan jelek pandangbrbrpolusi yang disalahkan angin situ waras brbrmari kita pilih ganjarmahfud tinggalkan mantan gakbener dki jakarta,"['janji', 'pilkada', 'penuh', 'kuasa', 'soksokan', 'penuh', 'omong', 'jago', 'kau', 'kerja', 'aniieess', 'kejaan', 'mu', 'jeblok', 'jakarta', 'br', 'pohon', 'asli', 'tebang', 'ganti', 'pohon', 'plastik', 'situ', 'waras', 'br', 'sungai', 'kotor', 'bersihin', 'tutup', 'bungkus', 'hitam', 'br', 'atas', 'banjir', 'lobang2', 'berfungis', 'rusak', 'jalan', 'br', 'patung', 'bambu', 'pajang', 'minggu', 'bongkar', 'rapuh', 'jelek', 'pandangbrbrpolusi', 'salah', 'angin', 'situ', 'waras', 'brbrmari', 'pilih', 'ganjarmahfud', 'tinggal', 'mantan', 'gakbener', 'dki', 'jakarta']",-50,negatif,-1,-1,negatif
inilah sosok pemimpin indonesia kita bapak anies baswedan yang bakal calon presiden indonesia dengan segudang ilmu pengetahuan dan keterampilan,"['sosok', 'pimpin', 'indonesia', 'anies', 'baswedan', 'calon', 'presiden', 'indonesia', 'gudang', 'ilmu', 'tahu', 'terampil']",8,positif,1,1,positif
saya melihat sosok anies baswedan adalah sosok pemimpin yang mampu membawa indonesia ke depan lebih baik krn sejak menjadi gurbernur dki jakarta menjadi lebih baik,"['sosok', 'anies', 'baswedan', 'sosok', 'pimpin', 'bawa', 'indonesia', 'krn', 'gurbernur', 'dki', 'jakarta']",-2,negatif,-1,1,positif
ketika debat pak anies terlihat sangat pintar dan berwawasan luas keren bgt beliau juga ramah dan berwibawa,"['debat', 'anies', 'pintar', 'wawas', 'luas', 'keren', 'bgt', 'beliau', 'ramah', 'wibawa']",8,positif,1,1,positif
masyarakat harus pandai menangkap kata terkait simpati ingat klarifikasi terkait bbm gratis dan akhirnya bersuara itu cuma kampanye cerdik dalam melihat situasi dan kondisi serta memperluas pandangan intinya tidak perlu ada yang dihina dan dijatuhkan untuk menang maju bersama tindakan dari omong kosong yang belum tentu bisa diwujudkan ketimbang selalu merendahkan orang lain untuk terlihat baik biar rakyat yang melihat serta mendengar kemudian berpikir tanpa harus ada penggiringan opini untuk sama membenci orang yang dibenci oleh orang lain jadikan teladan sifat nabi muhammad saw dan sahabat nabi kita dalam menjadi khalifa atau pemimpin cara memecah belah suatu bangsa itu dengan fitnah banyak negara yang jatuh karena fitnah dan masyarakat mengikuti fitnah tersebut dengan hasil akhir berujung dengan penyesalan seperti kisah saddam husein presiden iraq semoga masyarakat bisa memilah terkait perkataan logis orang cerdas yang dimana tim dan pasangannya tidak mencerminkan sesosok pemimpin yang adem tanpa menjatuhkan yang lain terutama yang jelas agamis semegai cawapres tapi sifatnya tidak menunjukkan hal itu,"['masyarakat', 'pandai', 'tangkap', 'kait', 'simpati', 'klarifikasi', 'kait', 'bbm', 'gratis', 'suara', 'kampanye', 'cerdik', 'situasi', 'kondisi', 'luas', 'pandang', 'inti', 'hina', 'jatuh', 'menang', 'maju', 'tindak', 'omong', 'kosong', 'wujud', 'ketimbang', 'rendah', 'orang', 'biar', 'rakyat', 'dengar', 'pikir', 'giring', 'opini', 'benci', 'orang', 'benci', 'orang', 'jadi', 'teladan', 'sifat', 'nabi', 'muhammad', 'saw', 'sahabat', 'nabi', 'khalifa', 'pimpin', 'pecah', 'belah', 'bangsa', 'fitnah', 'negara', 'jatuh', 'fitnah', 'masyarakat', 'ikut', 'fitnah', 'hasil', 'ujung', 'sesal', 'kisah', 'saddam', 'husein', 'presiden', 'iraq', 'moga', 'masyarakat', 'mem', 'kait', 'kata', 'logis', 'orang', 'cerdas', 'mana', 'tim', 'pasang', 'cermin', 'sosok', 'pimpin', 'adem', 'jatuh', 'agam', 'mega', 'cawapres', 'sifat']",-23,negatif,-1,-1,negatif
